,User-ID,Book-Rating
329,134970094-rebecca-lilly-maria-helena,4.0
330,63344298-melissa,4.0
331,68649526-livia,5.0
332,17515738-thegirlwiththeheartshapedglasses,5.0
333,8087974-anne,4.0
334,103777451-ari,5.0
335,114109856-hannah-watson,4.0
336,122760796-hilal-aydo-mu,4.0
337,129872581,5.0
338,135870510-samet,5.0
339,33898716-zainab,5.0
340,100678609-tien-do,5.0
341,77054980-julie-tran,5.0
342,62067997-thu-ho-ng,5.0
343,107089427-alanoud,4.0
344,47679297-tracy,4.0
345,129143592-ha-doan,5.0
346,146052768-ay-e-nisa,5.0
347,28502240-janessa,4.0
348,138554409-ng-c-anh,4.0
349,25821145-jennifer-kabay,5.0
350,62534957-zelle,5.0
351,158047050-qanhh,5.0
352,117779601-thu-anh,5.0
353,27575004-nonos,2.0
354,37460572-cindy,5.0
355,47380852-sinan-tecer,5.0
356,86678640-allthebrightplaces,4.0
357,91568362-kaan,5.0
358,77228998-deema,5.0
359,73002805-oksana-bodnariuk,5.0
360,63383308-cheryl,5.0
361,106474660-muhammed-buyukkinaci,3.0
362,40139286-oksana-romagnoli,5.0
363,2851221-chris,4.0
364,116346992-elisha,4.0
365,107941005-s-meyye,4.0
366,12665725-bookdotworm,4.0
367,3947544-lyndee,5.0
368,124151736-bianca,3.0
369,94356050-osiris-ram-rez-espejo,5.0
370,68073953-thu-huong,4.0
371,123913723-lorenzo,5.0
372,100526989-chaima-belhsen,4.0
373,54712983-kaitlyn-ngoc,4.0
374,129085672-sara-solmaz,4.0
375,113759338-ashley,5.0
376,45964165-peng,4.0
377,51505441-lou,5.0
378,135949356-pi,5.0
379,129347569-aseel-mokhtar,5.0
380,118693841-gulka-b,5.0
381,85492957-mingzhi-xie,3.0
382,91787605-linhhhhh,5.0
383,13093860-jane-de-vries,4.0
384,108258463-tara,5.0
385,142788201-camille-tran,5.0
386,139678687-joana-faim,5.0
387,121640971-appurusakura,5.0
388,135145193-aryam-khaleel,5.0
389,5868444-helen,5.0
390,123235336-anna-butler-whittaker,5.0
391,139074329-hoa-nguy-n-th,5.0
392,28705237-thang-pham,4.0
393,132816247-seda,5.0
394,8638494-erin,4.0
395,62249083-hu-nh-mai,4.0
396,154091442-gaiet,5.0
397,21075378-jivana-drenth,5.0
398,136285608-van-anh,5.0
399,115502767-peter-markarian,5.0
400,106368999-quoc-viet,4.0
401,159270270-mariana-b,5.0
402,50177667-meryem,5.0
403,65025707-can-erdem,5.0
404,39641907-duygub,5.0
405,8862962-ay-eg-l-sezgin,5.0
406,32504361-cana,5.0
407,69793229-beatrice,4.0
408,82632608-erika-brito,4.0
409,15961288-zohreh,5.0
410,84462932-nicole,5.0
411,72860269-natalia,5.0
412,52821331-jennie,5.0
413,71878898-sara-bshd,5.0
414,35340454-apinya-sguanpiyapan,5.0
415,4795393-roqaya,5.0
416,72968769-yesol,4.0
417,72047079-yosra,4.0
418,95554662-elif-keskin,5.0
419,14568025-raven,4.0
420,,
421,29251502-rebecca-jane-brown,5.0
422,12945161-syeda-ahad,5.0
423,36348070-brandice,3.0
424,120202552-chaimaa,5.0
425,45214031-shompa,5.0
426,32532051-montzalee-wittmann,2.0
427,8369202-katie,4.0
428,1054712-kent-winward,2.0
429,1902630-jokoloyo,4.0
430,4699596-lau,1.0
431,35486831-myrthe,2.0
432,56491386-kirsty,3.0
433,32989701-diana-long,5.0
434,27203016-michelle-curie,3.0
435,20498454-h-kon-gunnarsson,4.0
436,98090210-deepti,4.0
437,1974052-milan,4.0
438,4243437-viv-jm,3.0
439,8554022-lisa-shultz,4.0
440,2044236-nyamka-ganni,0.0
441,61283602-lana,4.0
442,8676809-gear-id,5.0
443,118705774-nathania,5.0
444,17834354-marina,4.0
445,44630734-nikki-sarrat-o-connell,5.0
446,103084613-ngoc-nguyen,5.0
447,25319241-melisha-wheeler,4.0
448,18572396-klc,5.0
449,1094853-zarina,4.0
450,84301850-rainy-rose,3.0
451,12574631-aligermaa,4.0
452,732347-kelly,0.0
453,46869352-arkaraung,3.0
454,31712855-acordul-fin,3.0
455,11657479-richard-thompson,4.0
456,64749682-iqra-m,4.0
457,26763775-mohamed-hasn,5.0
458,15708825-ana-lelis,5.0
459,28859492-ruba-al-subhi,3.0
460,3399699-rose,5.0
461,3922454-loredana-bookinista08,5.0
462,3600426-summer,2.0
463,126758724-famke-my-readinglife,2.0
464,38001552-daniya,5.0
465,1271901-eileen,4.0
466,16201418-ahmad-moshrif,2.0
467,46719634-vc-gan,5.0
468,32996798-surya,5.0
469,6265983-gina,2.0
470,68822938-kiara,3.0
471,63009599-meriem-ebm-bookworm-chaos,4.0
472,109288607-murat,3.0
473,31152961-fatini-zulkifli,2.0
474,28266634-liza-fireman,2.0
475,128756686-saartje,3.0
476,123617477-rico-veerkamp,5.0
477,46126996-petar-ivanov,5.0
478,74924009-sheila,5.0
479,47503353-lina-cankas,4.0
480,11356100-matthias,4.0
481,12856123-sam,5.0
482,24556698-jasmine,4.0
483,33029896-chris,4.0
484,52851864-tran,5.0
485,84891-andi,3.0
486,11463387-anne,3.0
487,73060983-carrie-templeton,2.0
488,14640315-hoenese-ruebesch,4.0
489,141318579-stella-hu,5.0
490,16896341-sotiris-makrygiannis,4.0
491,82747431-chaetea,4.0
492,22839086-li-jia-li,4.0
493,57073726-caii,4.0
494,85302381-iman-fatima-jawad,3.0
495,43051447-aya,4.0
496,122248508-fariana-priya,3.0
497,62440107-liva-s-reading-antics,4.0
498,80420556-zipora-zipora,5.0
499,77133828-t-m,4.0
500,79065223-ridho-febriansa,4.0
501,118897385-eyffem,3.0
502,44550372-hoai-anh,5.0
503,127810788-roos-vrhn,4.0
504,58864158-da,4.0
505,46736192-peacharr,2.0
506,75583046-becci-snape,5.0
507,74035569-vo,4.0
508,78760778-vika,2.0
509,150037643-sincerely-aine,4.0
510,127619714-suhailk,5.0
511,33698499-priscilla-wong,4.0
512,1227405-lastoadri,2.0
513,85170371-israa-saadi,3.0
514,144178128-shureads,5.0
515,9846570-leah,4.0
516,102251902-sarah,5.0
517,52849508-layal,4.0
518,108028948-georgia-hill,0.0
519,108876073-nikol-kaberi,5.0
520,87829471-josephine,4.0
521,34924820-nopadol-rompho,5.0
522,107942334-oscar-cartwright,5.0
523,104305979-hathu,5.0
524,68159473-jeff,4.0
525,9211982-kia,4.0
526,146326927-linajonk,5.0
527,62680378-sarita,4.0
528,60352592-brad-lockey,5.0
529,6070001-hana-bilqisthi,4.0
530,22298284-sundos,2.0
531,52098686-matthew,4.0
532,11404282-rachel-tien-nguyen,5.0
533,25535194-devina-heriyanto,4.0
534,55625032-sheaintgotnoshoes,5.0
535,3789615-alan-teder,3.0
536,70474989-jess,5.0
537,54748430-jung,0.0
538,10310838-colleen,5.0
539,56910780-anne-marie,5.0
540,15789147-yen-lyn,4.0
541,2322357-lani-m,3.0
542,131856762-maya,5.0
543,16103124-sri-ratna-wulan,5.0
544,18105982-elina-tola-bookeliina,5.0
545,14829954-razan-alghriafi,2.0
546,8290245-rianne-heartfilia,3.0
547,32898772-robert-stevens,4.0
548,142471351-morgann,5.0
549,118612185-garima-jain,5.0
550,80119354-erin95,5.0
551,127314351-gayatri-karunakaran,4.0
552,10298127-anne,0.0
553,137054993-anita-awang,4.0
554,19937727-saffat,5.0
555,39374096-zahraa-maytham,2.0
556,5485612-iona-stewart,5.0
557,25937090-maria-gracella,4.0
558,18886196-jasmin-mohd-zain,4.0
559,81278042-els,5.0
560,85204135-hazar,2.0
561,63300258-kowshik-azad,3.0
562,121878083-moony-dee,2.0
563,113958733-debbie,4.0
564,56478602-dazzer-aka-dha-loves-books,4.0
565,135345161-anna,4.0
566,107954387-yaira,5.0
567,6571378-luke,4.0
568,46019555-st-phanie-kok,3.0
569,111527095-celia,4.0
570,14065079-emily-b,4.0
571,14581341-aletha-dunston,4.0
572,9787364-lina,4.0
573,72552604-krrish,5.0
574,21600194-tayyab-mehbub,5.0
575,1110862-gloria,4.0
576,39803503-melisa-zhang,5.0
577,83575819-lisa,4.0
578,87764868-khai-sheng,5.0
579,7332125-laura,4.0
580,63297925-adrian-jie,5.0
581,29573109-julie-w,3.0
582,13440199-anisah,4.0
583,136460372-aditya-s-menon,5.0
584,91622072-bipolar-moonlight,4.0
585,2495113-dylan-clark-moore,3.0
586,29105882-daisy,3.0
587,112172660-saeedeh-sabbaghian,4.0
588,62809402-sahooraq,3.0
589,25596449-matt,4.0
590,17465005-happy-dwi-wardhana,3.0
591,91784435-annie,4.0
592,4996177-shahira-zahran,4.0
593,96541831-pradeep-e,4.0
594,6944489-maricar-dizon,4.0
595,56528281-rosa,4.0
596,44566544-victor,4.0
597,127173307-clare-doherty,4.0
598,58300182-qonit-arifah,4.0
599,45122045-noha,4.0
600,92024953-diana,4.0
601,110162616-selflovemine,4.0
602,52758981-heni-akbar,4.0
603,81160819-aizuddin-khalid,3.0
604,29519925-mindy,5.0
605,4964631-maureen,3.0
606,20388505-muhamed,4.0
607,33240410-ankica,4.0
608,1727856-aisyah-samuin,5.0
609,3190260-melanie,4.0
610,1847232-rachael-fryman,3.0
611,43389150-afreen,4.0
612,54173531-maria-elena,4.0
613,56213359-arien,4.0
614,28278893-ajla,5.0
615,49272350-andreea-t-taru,3.0
616,24119964-christie,4.0
617,57099962-juliana-kulak,2.0
618,45877282-jeffrey-debris,4.0
619,33691822-rocher,5.0
620,72547516-maylena-putri,5.0
621,96775981-katherine-burr,5.0
622,46978643-hnin-aye-wai,5.0
623,27460646-ria,4.0
624,70862368-iris-ymra,3.0
625,80760-leo-africanus,4.0
626,43332972-leee,4.0
627,66329259-ville-verkkapuro,3.0
628,26220388-kimberly-diane,5.0
629,4803292-tanya-novel-paperbacks,4.0
630,129501341-aletta-syasyah,5.0
631,58225465-safitri-arum-nurlita,4.0
632,36011711-srinivasan-nanduri,5.0
633,26849027-fafa,4.0
634,42782354-guilherme-zeitounlian,4.0
635,109327552-cassidy-crowe,4.0
636,4646223-juliet,5.0
637,40705827-ferdi-putra,5.0
638,8840035-ashley-knight,5.0
639,115267987-sumaiya,5.0
640,64182414-veenit-mavani,5.0
641,26926340-kristy-hurst,3.0
642,52514395-mini-gupta,4.0
643,120691230-sheikh-zabed-moyeen,2.0
644,9648652-sokcheng,5.0
645,3592034-erin,3.0
646,87630864-gladys-lopez,3.0
647,122663669-maria-alam,4.0
648,141878336-jennifer-carr,4.0
649,132640202-dani-morrow,3.0
650,8666181-danielle-d,4.0
651,3272230-dinar-susilo,5.0
652,36857770-talitha,4.0
653,42000975-karthik,4.0
654,16199055-savanna,4.0
655,112558170-mimi,4.0
656,147406479-ruhama-tabassum,5.0
657,2004679-deborah,5.0
658,3570671-john-braine,0.0
659,68711463-amanda,5.0
660,123523654-ajysignups,4.0
661,46256056-gunjan-chellani,5.0
662,28999147-vanessa-jones,5.0
663,2027269-the-reading-countess,3.0
664,144948945-wendy-somaza,5.0
665,157994731-gagas,3.0
666,58511199-franco-prontera,5.0
667,36441330-ruth,3.0
668,36233683-allan-quinn,4.0
669,114267377-rosie-mckerr,4.0
670,65216249-steven-siswandhi,5.0
671,128315135-kfarhanah,3.0
672,3359500-maisey,4.0
673,2053681-tiffany,5.0
674,7500585-neva,4.0
675,78628924-joseph-l,4.0
676,106099160-bruno-gurgel,5.0
677,57426255-readwithsyll,5.0
678,2470348-toni,4.0
679,4061006-briz,1.0
680,20214823-snow-white,4.0
681,63609528-drusillablackthorn,5.0
682,2613753-eric,5.0
683,49127286-alifa-imama,4.0
684,7732007-anne-linden,4.0
685,47330776-saffira-rara,5.0
686,31582460-prital,5.0
687,4083286,3.0
688,23372455-sandeep-chandran,5.0
689,8351378-somyanshu,5.0
690,95610315-zo,3.0
691,5355264-monica,4.0
692,32547903-narmeen,2.0
693,15192262-carla,5.0
694,14348680-hanin,5.0
695,122914825-louisa,2.0
696,4106109-ninya-ignacio,5.0
697,46432840-irene,4.0
698,119912093-alexandra-livia,4.0
699,107930275-ann,4.0
700,376534-ernestasia-siahaan,2.0
701,48781693-riska-purnama,4.0
702,6045120-matt,2.0
703,70254786-nate,5.0
704,106904825-mohd-azly,5.0
705,54407171-irene-gracesiana,4.0
706,42086897-anindya,3.0
707,91268194-isabella,4.0
708,602827-kris-springer,4.0
709,109794141-areej,4.0
710,47131537-kaddy,5.0
711,7580305-charles,5.0
712,121274902-jathushika-pradhaban,4.0
713,50969968-alfie-yee,3.0
714,60155982-kaina,5.0
715,57274651-syarif,5.0
716,12641918-blair-hodgkinson,2.0
717,112988762-leen,2.0
718,3259293-stella-yip,5.0
719,4337587-daniel-apt,5.0
720,19854906-eileen,5.0
721,,
722,,
723,91741256-bee,5.0
724,44115670-thanh-do,5.0
725,70047502-trang-nguyen,4.0
726,20526450-dieu-nguyen,5.0
727,94149966-na-na,5.0
728,87907700-daphne-tr,5.0
729,96169074-trang-huy-n,5.0
730,108541306-water,5.0
731,139118969-button-03,5.0
732,33780381-duong,3.0
733,99552977-h-ng,5.0
734,73952621-linh,4.0
735,82838555-viet-anh,4.0
736,21602704-jaycee-lam,4.0
737,30984019-klbc-thu-phan,4.0
738,21569673-hvn,5.0
739,49525278-th-o-nhuy,5.0
740,44440778-m-a-maianh,3.0
741,104983180-haneru-hatsune,2.0
742,66557946-trang-pham,0.0
743,55069862-lai-hoan,5.0
744,5022264-ian-marvin-graye,5.0
745,1642452-kenny,5.0
746,869166-bel,1.0
747,58160628-emily-books-with-emily-fox,2.0
748,185835-yulia,2.0
749,128745-malbadeen,2.0
750,4906043-connie-rea,5.0
751,6237864-nandakishore-mridula,4.0
752,6743601-jim-fonseca,5.0
753,27788046-sean-barrs,3.0
754,614778-ahmad-sharabiani,4.0
755,6520961-sophia,1.0
756,26681101-markus,1.0
757,91434473-daph-pink,2.0
758,20438238-mutasim-billah,4.0
759,1576317-kristin-myrtle,4.0
760,7407364-luffy,5.0
761,60866073-baba,5.0
762,2386804-mj-nicholls,0.0
763,7566229-rebecca-on-a-review-writing-break,4.0
764,102159719-reading-tamishly,4.0
765,3263980-adam-dalva,4.0
766,11166121-em-lost-in-books,4.0
767,94609512-muhtasin,3.0
768,10171516-jessica,4.0
769,3675162-j-l-sutton,4.0
770,26741582-john-mauro,5.0
771,32804270-michael,3.0
772,64375322-liene,1.0
773,4686064-rajat-ubhaykar,4.0
774,25605420-apoorva,5.0
775,3699303-lou,5.0
776,5418447-txgal1,2.0
777,13266158-samadrita,4.0
778,2863914-joel,4.0
779,2795921-justin,3.0
780,16587936-jr-bacdayan,4.0
781,4728718-algernon-darth-anyan,5.0
782,21348532-liong,5.0
783,5988009-kedar,5.0
784,3254923-cory,4.0
785,28854579-glenn-sumi,4.0
786,7706640-jami,0.0
787,3536004-jenna-is-buying-a-house-and-mostly-too-busy-for-gr,5.0
788,6186603-jeann-happy-indulgence,1.0
789,96515924-demi,4.0
790,93260372-alexander-peterhans,2.0
791,1421407-janet,5.0
792,48483884-michael-finocchiaro,5.0
793,10583457-th-o-m-bookswiththeo,1.0
794,42083755-sr-an,5.0
795,112160688-leah,5.0
796,48295288-giulia,5.0
797,4593541-barry-pierce,3.0
798,46843838-magdalen,3.0
799,59050228-meike,4.0
800,7915003-garima,4.0
801,3641370-safa,2.0
802,43881851-ron,3.0
803,12933866-edward,4.0
804,32948094-kh-nh,3.0
805,70341096-l-m-oanh,4.0
806,62144401-tr-n-ph-c,5.0
807,109700807-thaonguyen,5.0
808,138871939-le-thi,4.0
809,78271003-l-minh-qu-n,3.0
810,34962964-emma-fang,4.0
811,76287996-aelita-hopper,4.0
812,44668730-trang-moon,5.0
813,81178088-won-yi,3.0
814,87308913-t-phan,5.0
815,116124209-ng-c-nh,0.0
816,116611703-an-ngo,0.0
817,105986469-salenhanh,5.0
818,106781438-ho-ng-phong,5.0
819,135599594-nezuko,5.0
820,145208471-ngan-hazel,5.0
821,123632552-nick-angiers,0.0
822,65992258-hoai-thu,3.0
823,37246026-kiet-huynh,4.0
824,46400804-vanessa-quintal,5.0
825,3820035-tram-nguyen,5.0
826,21602704-jaycee-lam,4.0
827,25087041-ngan-nguyen,4.0
828,13118956-hien-pham,3.0
829,52780732-tr-n-hi-u,4.0
830,51388787-tran-dien,4.0
831,130301305-khanh-le,2.0
832,5302611-tra-mi,2.0
833,,
834,,
835,31982463-jinn,2.0
836,73894683-anhpham,2.0
837,58138803-chauminhnguyen1710,4.0
838,145208471-ngan-hazel,5.0
839,21602704-jaycee-lam,3.0
840,24074594-the-hung-nguyen,3.0
841,51519407-tina06,5.0
842,48032897-thi-n-th-i,5.0
843,64564664-ngoc-le,4.0
844,,
845,,
846,,
847,6743601-jim-fonseca,5.0
848,8476710-sandra,0.0
849,58823-anita,4.0
850,10157621-ash,4.0
851,6348606-kevin-foong,5.0
852,5170302-alibiserver,5.0
853,26176496-patrick-sherriff,5.0
854,2575958-michele,4.0
855,29971157-pooja,2.0
856,2981845-athul,4.0
857,30521983-randee,5.0
858,20629965-jolien,4.0
859,24831615-thebookwarren,2.0
860,8645320-bria,0.0
861,24556698-jasmine,4.0
862,134725779-jeanette-wong,4.0
863,1948838-gertrude-victoria,3.0
864,7917204-joel-choong,3.0
865,34912130-noriko-suzuki,5.0
866,41744553-mia,4.0
867,3745941-plainqoma,3.0
868,14538532-greg,4.0
869,18478955-nix,4.0
870,18885455-eating-sushi,4.0
871,21039462-stephen-rowland,4.0
872,16258732-hsb,5.0
873,1384536-bigsna,3.0
874,108200664-haina-yang,4.0
